LINEUPS,NETRTG,,,
M. Conley - J. Ingles,46,,,
D. Jordan - J. Harden,32,,,
E. Payton - M. Robinson,30,,,
C. Sexton - D. Wade,45,,,
D. Bazley - I. Roby,43,,,
J. Hart - Z. Williamson,44,,,
J. Valanciunas - D. Bane,58,,,
W. Cauley-Stein - L. Doncic,48,,,
P. Mills - K. Johnson,63,,,
B. Biyombo - P. Washington,52,,,
S. Hill - B. Bogdanovic,41,,,
S. Curry - J. Toscano-Anderson,39,,,
L. Dort - I. Roby,43,,,
I. Zubac - T. Mann,56,,,
R. Rubio - M. Beasley,34,,,
T. Ariza - D. Robinson,30,,,
C. Anthony - C. McCollum,44,,,
D. Powell - L. Doncic,51,,,
M. Morris - K. Caldwell-Pope,47,,,
J. Randle - I. Quickley,61,,,
K. Anderson - D. Bane,61,,,
K. Olynyk - B. Adebayo,37,,,
D. Gallinari - K. Huerter,48,,,
A. Gordon - N. Jokic,25,,,
B. Bogdanovic - K. Huerter,41,,,
K. Olynyk - K. Nunn,35,,,
K. Williams - T. Maledon,57,,,
C. Osman - J. Allen,42,,,
J. Wall - C. Wood,23,,,
L. James - M. Harrell,44,,,
T. McConnell - M. Brogdon,50,,,
W. Matthews - K. Kuzma,50,,,
D. Green - K. Looney,52,,,
K. Porzingis - J. Brunson,40,,,
K. Towns - J. Okogie,40,,,
T. Jones - B. Clarke,55,,,
W. Ellington - M. Plumlee,40,,,
E. Kanter - C. McCollum,47,,,
R. Lopez - D. Bertans,55,,,
B. Lopez - B. Forbes,65,,,
K. Middleton - B. Forbes,65,,,
N. Vucevic - P. Williams,26,,,
P. Connaughton - B. Forbes,67,,,
D. Lillard - N. Powell,23,,,
D. Brooks - D. Bane,60,,,
E. Bledsoe - J. Hart,46,,,
T. Ariza - B. Adebayo,29,,,
J. Clarkson - D. Mitchell,49,,,
J. Green - F. Campazzo,53,,,
N. Powell - C. Boucher,41,,,
R. Hachimura - D. Avdija,43,,,
W. Carter Jr. - C. White,32,,,
B. Clarke - D. Bane,54,,,
L. Markkanen - P. Williams,48,,,
M. Morris - M. Harrell,56,,,
M. Plumlee - J. Jackson,48,,,
L. Nance Jr. - C. Sexton,26,,,
M. Conley - J. Clarkson,48,,,
L. James - A. Davis,27,,,
N. Batum - P. Beverley,35,,,
F. Korkmaz - M. Thybulle,48,,,
L. Nance Jr. - D. Garland,26,,,
L. Williams - I. Zubac,42,,,
P. Dozier - F. Campazzo,45,,,
A. Wiggins - J. Wiseman,38,,,
D. Gallinari - S. Hill,47,,,
D. Gallinari - T. Young,45,,,
P. Mills - D. Vassell,52,,,
A. Baynes - F. VanVleet,40,,,
L. James - M. Gasol,37,,,
W. Barton - M. Morris,40,,,
K. Bazemore - K. Looney,47,,,
P. Beverley - K. Leonard,31,,,
K. Irving - L. Shamet,45,,,
J. Harden - B. Brown,35,,,
D. Rose - J. Randle,34,,,
K. Lowry - C. Boucher,40,,,
M. Morris - M. Porter Jr.,36,,,
T. Thompson - M. Smart,32,,,
R. Gay - D. Vassell,53,,,
T. Harris - S. Milton,55,,,
T. Thompson - K. Walker,32,,,
T. Hardaway Jr. - M. Kleber,49,,,
A. Iguodala - G. Dragic,43,,,
B. Portis - B. Forbes,64,,,
A. Horford - D. Bazley,24,,,
D. McDermott - M. Turner,44,,,
A. Len - R. Hachimura,44,,,
B. Beal - A. Len,45,,,
T. Hardaway Jr. - D. Powell,54,,,
T. Ariza - J. Butler,25,,,
T. Hardaway Jr. - W. Cauley-Stein,50,,,
K. Durant - J. Green,34,,,
R. Neto - D. Avdija,48,,,
T. Young - L. Markkanen,44,,,
C. LeVert - M. Brogdon,21,,,
T. Young - C. Reddish,24,,,
T. Jones - D. Bane,63,,,
A. Wiggins - D. Lee,55,,,
A. Burks - R. Barrett,45,,,
M. Conley - G. Niang,51,,,
A. Gordon - M. Porter Jr.,24,,,
P. Connaughton - D. DiVincenzo,60,,,
C. Joseph - T. Haliburton,38,,,
R. Neto - R. Hachimura,49,,,
T. Ross - K. Birch,34,,,
X. Tillman - D. Bane,52,,,
M. Bridges - C. Martin,51,,,
N. Jokic - P. Dozier,50,,,
J. Holiday - B. Forbes,57,,,
M. Morris - K. Kuzma,54,,,
D. Bertans - R. Neto,50,,,
I. Zubac - L. Kennard,56,,,
J. Hart - N. Alexander-Walker,36,,,
M. Kleber - J. Brunson,48,,,
B. Bogdanovic - J. Collins,35,,,
B. Forbes - D. DiVincenzo,63,,,
G. Dragic - T. Herro,36,,,
I. Smith - D. Bertans,41,,,
R. Lopez - R. Hachimura,54,,,
B. Biyombo - M. Bridges,59,,,
P. Tucker - J. Wall,23,,,
R. Gay - D. DeRozan,54,,,
D. Howard - F. Korkmaz,50,,,
D. Melton - B. Clarke,45,,,
T. Ross - D. Bacon,39,,,
A. Baynes - P. Siakam,39,,,
T. Snell - C. Capela,36,,,
A. Iguodala - K. Nunn,47,,,
D. Valentine - C. White,56,,,
R. Lopez - D. Avdija,53,,,
J. Collins - C. Reddish,26,,,
J. Harris - L. Shamet,53,,,
T. Gibson - A. Burks,34,,,
K. Porter Jr. - J. Tate,25,,,
P. Mills - L. Walker IV,53,,,
T. Rozier - J. McDaniels,34,,,
J. Tatum - S. Ojeleye,46,,,
E. Kanter - A. Simons,57,,,
P. Millsap - M. Porter Jr.,41,,,
C. Osman - D. Garland,44,,,
C. Anthony - R. Hood,37,,,
D. Bertans - R. Hachimura,44,,,
J. Murray - M. Morris,36,,,
N. Vucevic - C. White,23,,,
D. Sabonis - A. Holiday,54,,,
S. Ibaka - P. George,28,,,
C. McCollum - D. Jones Jr.,35,,,
D. Rose - T. Gibson,33,,,
N. Batum - T. Mann,53,,,
J. Grant - I. Stewart,52,,,
J. Green - B. Brown,54,,,
S. Doumbouya - I. Stewart,51,,,
T. Harris - M. Thybulle,57,,,
D. Jones Jr. - G. Trent Jr.,36,,,
J. Morant - X. Tillman,48,,,
N. Batum - L. Kennard,50,,,
O. Toppin - I. Quickley,54,,,
B. Biyombo - L. Ball,48,,,
G. Antetokounmpo - B. Portis,56,,,
G. Harris - N. Jokic,19,,,
J. Lamb - T. McConnell,36,,,
T. Snell - J. Collins,37,,,
D. Favors - J. Ingles,60,,,
L. Ball - J. Hart,38,,,
R. Rubio - J. Okogie,48,,,
A. Davis - K. Kuzma,35,,,
T. Gibson - J. Randle,44,,,
T. Gibson - R. Barrett,45,,,
C. Payne - C. Johnson,47,,,
G. Williams - P. Pritchard,55,,,
K. Olynyk - J. Tate,25,,,
J. Green - P. Dozier,39,,,
L. Kennard - T. Mann,56,,,
S. Curry - J. Wiseman,33,,,
T. Satoransky - L. Markkanen,43,,,
O. Anunoby - C. Boucher,38,,,
P. Beverley - P. George,29,,,
J. Brown - R. Williams III,45,,,
L. Williams - M. Morris Sr.,32,,,
N. Vucevic - A. Gordon,25,,,
D. McDermott - A. Holiday,54,,,
K. Oubre Jr. - J. Wiseman,36,,,
J. Nurkic - N. Powell,24,,,
K. Lowry - A. Baynes,37,,,
D. Green - J. Toscano-Anderson,33,,,
K. Porzingis - M. Kleber,28,,,
D. House Jr. - J. Tate,34,,,
R. Barrett - I. Quickley,58,,,
R. Hachimura - G. Mathews,46,,,
B. Griffin - J. Grant,20,,,
J. McLaughlin - N. Reid,49,,,
D. Jordan - B. Brown,43,,,
D. Rose - R. Barrett,34,,,
N. Noel - I. Quickley,51,,,
D. Russell - N. Reid,40,,,
T. Young - D. Valentine,53,,,
J. Brown - P. Pritchard,51,,,
K. Birch - D. Bacon,44,,,
S. Ibaka - P. Beverley,29,,,
W. Carter Jr. - P. Williams,31,,,
C. Wood - K. Porter Jr.,19,,,
M. Morris Sr. - T. Mann,45,,,
M. Monk - M. Bridges,35,,,
R. Bullock - M. Robinson,24,,,
C. Payne - M. Bridges,58,,,
T. Young - D. Hunter,22,,,
B. Beal - G. Mathews,44,,,
D. Saric - C. Johnson,38,,,
K. Walker - D. Theis,25,,,
M. Gasol - K. Kuzma,48,,,
T. Gibson - I. Quickley,40,,,
J. Okogie - N. Reid,50,,,
L. Nance Jr. - C. Osman,30,,,
A. Horford - S. Gilgeous-Alexander,20,,,
N. Vucevic - J. Ennis III,27,,,
R. Jackson - T. Mann,52,,,
D. Garland - D. Wade,39,,,
J. Poeltl - D. Vassell,54,,,
S. Adams - J. Hart,44,,,
A. Wiggins - J. Poole,44,,,
N. Vucevic - C. Anthony,23,,,
G. Dragic - J. Butler,36,,,
J. Brown - G. Williams,46,,,
J. Redick - J. Hart,31,,,
S. Gilgeous-Alexander - T. Maledon,33,,,
J. Hayes - K. Lewis Jr.,43,,,
K. Williams - I. Roby,48,,,
K. Olynyk - T. Herro,32,,,
M. Beasley - N. Reid,35,,,
M. Brown - A. Pokusevski,34,,,
J. Green - D. Jordan,44,,,
R. Gay - L. Walker IV,52,,,
A. Caruso - T. Horton-Tucker,46,,,
J. Brown - S. Ojeleye,44,,,
A. Drummond - I. Okoro,20,,,
C. Joseph - B. Hield,44,,,
J. Allen - D. Wade,36,,,
D. Melton - D. Bane,47,,,
J. Valanciunas - B. Clarke,48,,,
B. Simmons - S. Milton,50,,,
T. Jones - D. Brooks,57,,,
J. Okogie - J. McDaniels,41,,,
T. Ross - C. Okeke,29,,,
B. Portis - D. DiVincenzo,59,,,
D. Green - J. Wiseman,31,,,
D. Howard - T. Maxey,54,,,
N. Powell - O. Anunoby,26,,,
S. Hill - J. Collins,59,,,
K. Oubre Jr. - K. Looney,44,,,
T. McConnell - M. Turner,44,,,
A. Drummond - C. Sexton,21,,,
D. Rose - I. Quickley,30,,,
K. Caldwell-Pope - M. Harrell,62,,,
B. Wanamaker - D. Lee,39,,,
K. Williams - T. Jerome,30,,,
D. Powell - J. Brunson,54,,,
K. Caldwell-Pope - A. Caruso,50,,,
W. Matthews - T. Horton-Tucker,46,,,
I. Roby - A. Pokusevski,33,,,
J. Green - N. Jokic,54,,,
J. Green - T. Luwawu-Cabarrot,51,,,
D. Saric - C. Payne,46,,,
J. Green - M. Morris,33,,,
M. Gasol - A. Davis,30,,,
K. Towns - J. Vanderbilt,40,,,
D. Powell - D. Finney-Smith,49,,,
G. Hayward - C. Zeller,28,,,
J. Collins - D. Hunter,22,,,
L. James - M. Morris,37,,,
C. Zeller - M. Bridges,42,,,
S. Gilgeous-Alexander - I. Roby,29,,,
T. Jones - X. Tillman,54,,,
P. Tucker - J. Tate,30,,,
R. Rubio - N. Reid,58,,,
C. Zeller - L. Ball,32,,,
T. Rozier - C. Martin,42,,,
G. Harris - J. Murray,18,,,
D. Russell - K. Towns,24,,,
J. Hernangomez - N. Reid,51,,,
J. McLaughlin - J. McDaniels,46,,,
K. Williams - D. Bazley,44,,,
A. Drummond - K. Caldwell-Pope,20,,,
C. Capela - C. Reddish,23,,,
E. Gordon - J. Tate,27,,,
T. Snell - K. Huerter,37,,,
B. Brown - L. Shamet,48,,,
K. Oubre Jr. - J. Toscano-Anderson,32,,,
D. Augustin - K. Middleton,36,,,
Z. Williamson - J. Hayes,47,,,
B. Griffin - D. Wright,20,,,
C. Zeller - D. Graham,37,,,
J. McLaughlin - A. Edwards,48,,,
M. Smart - D. Theis,25,,,
C. Martin - P. Washington,44,,,
T. McConnell - G. Bitadze,45,,,
M. Scott - S. Milton,44,,,
C. Joseph - H. Barnes,40,,,
D. Melton - J. Morant,45,,,
K. Huerter - C. Reddish,26,,,
R. Covington - A. Simons,54,,,
T. Burke - L. Doncic,51,,,
G. Dragic - K. Nunn,36,,,
K. Hayes - S. Bey,25,,,
K. Oubre Jr. - D. Lee,47,,,
N. Vucevic - M. Carter-Williams,23,,,
A. Burks - O. Toppin,45,,,
J. Holiday - A. Holiday,56,,,
L. James - W. Matthews,36,,,
M. Muscala - H. Diallo,30,,,
N. Batum - I. Zubac,63,,,
W. Ellington - D. Wright,25,,,
B. Clarke - X. Tillman,40,,,
T. Jones - D. Melton,45,,,
R. Westbrook - I. Smith,37,,,
K. Towns - M. Beasley,17,,,
W. Cauley-Stein - J. Brunson,48,,,
K. Love - I. Okoro,24,,,
M. Smart - R. Williams III,34,,,
Z. Williamson - K. Lewis Jr.,41,,,
A. Drummond - L. Nance Jr.,18,,,
K. Olynyk - K. Porter Jr.,19,,,
R. Jackson - L. Kennard,46,,,
J. Harris - T. Luwawu-Cabarrot,48,,,
D. Gallinari - T. Snell,36,,,
J. Wall - D. House Jr.,23,,,
J. Toscano-Anderson - J. Poole,34,,,
M. Bridges - J. McDaniels,33,,,
W. Matthews - D. Schroder,48,,,
D. Russell - M. Beasley,20,,,
P. Tucker - E. Gordon,25,,,
J. Valanciunas - T. Jones,57,,,
W. Ellington - S. Bey,33,,,
E. Bledsoe - W. Hernangomez,38,,,
T. Herro - P. Achiuwa,45,,,
C. Joseph - D. Fox,41,,,
K. Olynyk - C. Wood,18,,,
M. Smart - G. Williams,43,,,
K. Anderson - T. Jones,58,,,
P. Dozier - M. Porter Jr.,40,,,
D. Powell - J. Richardson,51,,,
J. Ennis III - D. Bacon,35,,,
P. Mills - D. Eubanks,47,,,
Z. Williamson - N. Alexander-Walker,33,,,
A. Burks - N. Noel,41,,,
S. Milton - T. Maxey,50,,,
C. Anthony - D. Jones Jr.,47,,,
D. Brooks - X. Tillman,50,,,
K. Martin Jr. - J. Tate,40,,,
M. Beasley - J. Okogie,28,,,
T. Ariza - K. Nunn,22,,,
D. Murray - D. Vassell,53,,,
A. Baynes - N. Powell,33,,,
M. Morris - T. Horton-Tucker,52,,,
S. Ojeleye - P. Pritchard,43,,,
K. Williams - A. Pokusevski,37,,,
T. McConnell - C. LeVert,35,,,
D. Russell - J. Okogie,35,,,
J. Green - M. Porter Jr.,43,,,
L. Aldridge - L. Walker IV,21,,,
R. Williams III - P. Pritchard,46,,,
M. Harkless - B. Hield,24,,,
M. Brown - I. Roby,29,,,
N. Reid - J. McDaniels,58,,,
C. LeVert - E. Sumner,29,,,
D. Augustin - B. Portis,37,,,
D. Wright - S. Bey,30,,,
K. Nunn - T. Herro,36,,,
N. Batum - M. Morris Sr.,48,,,
D. Lillard - A. Simons,49,,,
D. Bembry - C. Boucher,33,,,
J. Lamb - D. Sabonis,34,,,
K. Anderson - X. Tillman,50,,,
C. Anthony - N. Little,37,,,
C. Zeller - P. Washington,37,,,
R. Lopez - I. Smith,41,,,
B. Griffin - M. Plumlee,18,,,
J. Hart - J. Hayes,34,,,
W. Barton - F. Campazzo,38,,,
B. Wanamaker - E. Paschall,34,,,
D. House Jr. - S. Brown,29,,,
E. Bledsoe - N. Alexander-Walker,33,,,
D. Howard - T. Harris,58,,,
G. Temple - T. Satoransky,41,,,
B. Ingram - N. Alexander-Walker,34,,,
D. Augustin - G. Antetokounmpo,36,,,
D. Rose - A. Burks,24,,,
F. Kaminsky - D. Booker,39,,,
M. Thybulle - T. Maxey,47,,,
T. Luwawu-Cabarrot - L. Shamet,39,,,
A. Iguodala - J. Butler,45,,,
V. Oladipo - J. Tate,20,,,
W. Cauley-Stein - D. Finney-Smith,38,,,
D. Russell - J. Hernangomez,32,,,
J. Crowder - C. Payne,49,,,
T. Ross - C. Anthony,30,,,
P. Tucker - C. Wood,17,,,
L. Aldridge - D. DeRozan,18,,,
C. Osman - D. Wade,39,,,
T. Satoransky - D. Valentine,43,,,
D. Gallinari - J. Collins,45,,,
D. Schroder - T. Horton-Tucker,50,,,
G. Temple - L. Markkanen,35,,,
D. Saric - D. Booker,48,,,
G. Harris - C. Anthony,20,,,
H. Diallo - K. Williams,31,,,
J. Holiday - E. Sumner,44,,,
P. Mills - D. White,33,,,
K. Bazemore - D. Lee,49,,,
L. Aldridge - K. Johnson,18,,,
D. Wright - B. Hield,26,,,
J. Crowder - C. Johnson,43,,,
K. Leonard - L. Kennard,36,,,
J. Jackson - S. Doumbouya,42,,,
B. Wanamaker - A. Wiggins,39,,,
D. Schroder - A. Caruso,48,,,
S. Bey - S. Lee,42,,,
D. Graham - L. Ball,33,,,
D. Robinson - G. Vincent,35,,,
J. Green - J. Murray,37,,,
J. Hart - K. Lewis Jr.,28,,,
A. Gordon - F. Campazzo,24,,,
D. Gallinari - B. Bogdanovic,29,,,
D. Lee - E. Paschall,36,,,
G. Dragic - K. Olynyk,27,,,
L. James - A. Caruso,34,,,
T. Prince - C. Sexton,27,,,
D. Wright - T. Davis,27,,,
J. Embiid - S. Milton,45,,,
J. Hernangomez - A. Edwards,48,,,
L. Williams - P. George,31,,,
P. Tucker - V. Oladipo,15,,,
S. Mykhailiuk - K. Williams,26,,,
C. Osman - D. Dotson,36,,,
M. Monk - L. Ball,37,,,
D. Theis - C. White,20,,,
I. Smith - B. Beal,36,,,
R. Hood - G. Trent Jr.,36,,,
D. Melton - X. Tillman,40,,,
J. Ennis III - C. Anthony,26,,,
J. Nowell - J. McDaniels,36,,,
A. Wiggins - E. Paschall,39,,,
D. Augustin - P. Connaughton,34,,,
D. Bacon - M. Bamba,40,,,
D. Lillard - R. Hood,37,,,
K. Anderson - B. Clarke,41,,,
P. Washington - J. McDaniels,34,,,
C. Paul - D. Saric,46,,,
D. McDermott - C. LeVert,29,,,
K. Love - C. Sexton,20,,,
C. Boucher - M. Flynn,33,,,
G. Niang - M. Oni,47,,,
D. Rose - R. Bullock,32,,,
J. Jackson - S. Lee,37,,,
A. Drummond - D. Garland,18,,,
S. Curry - D. Lee,48,,,
S. Curry - M. Mulder,44,,,
S. Doumbouya - S. Bey,42,,,
F. Kaminsky - M. Bridges,40,,,
D. DeRozan - D. Vassell,48,,,
K. Johnson - D. Vassell,51,,,
L. Aldridge - D. Murray,21,,,
W. Matthews - A. Caruso,45,,,
C. Randle - D. Bacon,38,,,
D. Green - S. Milton,51,,,
D. Russell - J. Vanderbilt,33,,,
M. Carter-Williams - D. Bacon,29,,,
D. Sabonis - E. Sumner,37,,,
M. Monk - P. Washington,36,,,
S. Ibaka - R. Jackson,35,,,
S. Johnson - F. VanVleet,39,,,
D. Bertans - D. Avdija,37,,,
J. Vanderbilt - N. Reid,41,,,
W. Hernangomez - L. Ball,31,,,
H. Whiteside - T. Haliburton,34,,,
J. Harden - L. Shamet,27,,,
P. Millsap - G. Harris,18,,,
D. Gallinari - C. Capela,44,,,
K. Oubre Jr. - J. Poole,25,,,
L. James - T. Horton-Tucker,38,,,
M. Morris Sr. - L. Kennard,37,,,
T. McConnell - E. Sumner,43,,,
F. Jackson - I. Stewart,35,,,
K. Caldwell-Pope - T. Horton-Tucker,53,,,
P. George - T. Mann,42,,,
R. Covington - R. Hood,32,,,
D. Jordan - L. Shamet,44,,,
L. Williams - K. Leonard,34,,,
N. Vucevic - Z. LaVine,15,,,
S. Adams - N. Alexander-Walker,32,,,
J. Embiid - M. Thybulle,46,,,
J. Wall - S. Brown,32,,,
K. Looney - J. Poole,38,,,
M. Bridges - C. Martin,43,,,
T. Prince - D. Garland,27,,,
M. Beasley - J. Vanderbilt,31,,,
M. Muscala - K. Williams,33,,,
W. Hernangomez - Z. Williamson,32,,,
T. Thompson - D. Theis,30,,,
J. Nowell - N. Reid,40,,,
P. Siakam - M. Flynn,31,,,
O. Porter Jr. - Z. LaVine,25,,,
I. Stewart - S. Lee,39,,,
M. Morris - F. Campazzo,38,,,
P. Dozier - M. Morris,30,,,
R. Gay - D. Eubanks,42,,,
T. Burke - J. Brunson,54,,,
T. Luwawu-Cabarrot - B. Brown,44,,,
D. Bacon - W. Carter Jr.,21,,,
D. Bazley - M. Brown,19,,,
K. Durant - D. Jordan,23,,,
N. Vucevic - K. Birch,30,,,
W. Barton - G. Harris,18,,,
J. Murray - P. Dozier,33,,,
K. Huerter - D. Hunter,22,,,
P. Siakam - G. Trent Jr.,14,,,
R. Rubio - D. Russell,36,,,
W. Matthews - M. Morris,43,,,
G. Temple - N. Vucevic,18,,,
J. Carter - C. Johnson,38,,,
A. Len - R. Neto,42,,,
D. Bembry - P. Siakam,30,,,
D. Howard - B. Simmons,54,,,
M. Harkless - D. Wright,25,,,
C. Wood - S. Brown,26,,,
H. Diallo - T. Maledon,26,,,
S. Hill - O. Okongwu,43,,,
K. Love - D. Garland,18,,,
D. Howard - M. Scott,38,,,
R. Gay - K. Johnson,58,,,
T. Harris - F. Korkmaz,43,,,
D. Dotson - I. Okoro,41,,,
J. Murray - F. Campazzo,30,,,
L. Williams - N. Batum,37,,,
S. Hill - B. Goodwin,38,,,
T. Jones - J. Konchar,40,,,
W. Barton - P. Dozier,37,,,
C. LeVert - O. Brissett,15,,,
F. Jackson - S. Bey,34,,,
J. Teague - J. Tatum,27,,,
P. George - L. Kennard,36,,,
R. Gay - D. White,33,,,
T. Rozier - M. Monk,31,,,
T. Young - N. Vucevic,24,,,
G. Hill - S. Gilgeous-Alexander,14,,,
D. Bacon - G. Clark,33,,,
N. Vucevic - C. Okeke,28,,,
T. Gibson - R. Bullock,39,,,
W. Cauley-Stein - J. Richardson,37,,,
D. Russell - J. McDaniels,28,,,
J. Hayes - N. Alexander-Walker,34,,,
K. Williams - M. Brown,32,,,
A. Drummond - C. Osman,24,,,
K. Hayes - I. Stewart,20,,,
Z. LaVine - D. Valentine,43,,,
B. Simmons - F. Korkmaz,43,,,
C. Randle - R. Hampton,23,,,
C. Wood - D. House Jr.,19,,,
L. Williams - T. Mann,31,,,
T. Gibson - O. Toppin,42,,,
J. Lamb - A. Holiday,32,,,
J. Layman - A. Edwards,32,,,
K. Walker - R. Williams III,33,,,
B. Adebayo - G. Vincent,35,,,
E. Bledsoe - J. Hayes,52,,,
S. Johnson - C. Boucher,42,,,
T. Johnson - L. Shamet,29,,,
G. Hill - L. Dort,14,,,
C. Payne - D. Ayton,55,,,
T. Hardaway Jr. - T. Burke,48,,,
A. Brooks - K. Martin Jr.,20,,,
E. Bledsoe - N. Marshall,24,,,
G. Temple - W. Carter Jr.,24,,,
K. Bazemore - J. Toscano-Anderson,41,,,
M. Brogdon - E. Sumner,33,,,
K. Irving - T. Luwawu-Cabarrot,33,,,
T. Ross - M. Carter-Williams,23,,,
W. Hernangomez - B. Ingram,31,,,
E. Gordon - J. Wall,22,,,
E. Kanter - R. Hood,37,,,
J. Lamb - M. Brogdon,29,,,
J. Redick - Z. Williamson,30,,,
K. Olynyk - K. Martin Jr.,27,,,
L. Nance Jr. - J. Allen,21,,,
S. Johnson - D. Bembry,37,,,
C. Paul - F. Kaminsky,41,,,
J. McGee - C. Osman,31,,,
M. Morris - A. Caruso,46,,,
D. Robinson - P. Achiuwa,50,,,
D. Valentine - P. Williams,47,,,
K. Bazemore - K. Oubre Jr.,46,,,
D. Green - M. Mulder,40,,,
N. Vucevic - T. Satoransky,24,,,
A. Len - D. Avdija,36,,,
D. Jordan - T. Luwawu-Cabarrot,38,,,
M. Scott - F. Korkmaz,37,,,
R. Rubio - J. Layman,33,,,
C. Capela - D. Hunter,19,,,
D. Dotson - C. Sexton,34,,,
D. Rose - N. Noel,32,,,
G. Allen - B. Clarke,38,,,
K. Durant - B. Brown,26,,,
N. Vucevic - G. Clark,33,,,
A. Davis - A. Caruso,28,,,
T. Satoransky - C. White,49,,,
D. Wright - J. Jackson,30,,,
M. Bagley III - T. Haliburton,33,,,
O. Anunoby - M. Flynn,28,,,
A. Baynes - O. Anunoby,32,,,
M. Mulder - J. Toscano-Anderson,39,,,
T. Prince - I. Okoro,29,,,
T. Ross - G. Clark,29,,,
A. Simons - N. Little,40,,,
C. Randle - C. Okeke,30,,,
N. Bjelica - C. Joseph,25,,,
G. Temple - D. Valentine,42,,,
K. Lowry - S. Johnson,35,,,
W. Ellington - I. Stewart,43,,,
J. Johnson - E. Bledsoe,21,,,
A. Gordon - D. Bacon,25,,,
B. Simmons - M. Thybulle,51,,,
C. Joseph - S. Bey,18,,,
D. Graham - C. Martin,39,,,
D. Green - J. Poole,33,,,
J. Lamb - J. Holiday,32,,,
M. Scott - M. Thybulle,40,,,
S. Johnson - M. Flynn,33,,,
S. Johnson - P. Siakam,37,,,
D. Augustin - K. Martin Jr.,19,,,
D. Graham - J. McDaniels,25,,,
K. Birch - C. Anthony,25,,,
M. Muscala - T. Maledon,29,,,
O. Porter Jr. - C. White,25,,,
J. Valanciunas - D. Melton,41,,,
K. Williams - L. Dort,37,,,
M. Beasley - J. McDaniels,27,,,
R. Williams III - G. Williams,38,,,
C. Paul - T. Craig,31,,,
E. Gordon - S. Brown,26,,,
B. Biyombo - J. McDaniels,34,,,
B. Griffin - K. Irving,21,,,
D. Powell - M. Kleber,40,,,
E. Fournier - A. Gordon,16,,,
G. Hill - D. Bazley,14,,,
S. Johnson - N. Powell,34,,,
D. McDermott - E. Sumner,35,,,
D. Theis - P. Williams,22,,,
K. Martin Jr. - A. Lamb,23,,,
M. Turner - A. Holiday,41,,,
J. Green - T. Johnson,27,,,
T. Rozier - C. Martin,38,,,
C. Paul - J. Carter,45,,,
H. Whiteside - C. Joseph,28,,,
K. Birch - M. Flynn,17,,,
K. Birch - P. Siakam,13,,,
M. Carter-Williams - C. Okeke,28,,,
A. Nesmith - P. Pritchard,39,,,
D. Nwaba - S. Brown,25,,,
J. Johnson - N. Marshall,21,,,
J. McLaughlin - J. Nowell,28,,,
T. Thompson - G. Williams,37,,,
B. Biyombo - M. Monk,36,,,
C. Martin - P. Washington,38,,,
D. Green - M. Scott,35,,,
G. Allen - X. Tillman,35,,,
K. Huerter - B. Goodwin,36,,,
K. Leonard - T. Mann,40,,,
K. Walker - G. Williams,33,,,
A. Horford - T. Maledon,21,,,
K. Birch - C. Okeke,30,,,
D. Eubanks - D. Vassell,40,,,
J. Ennis III - C. Okeke,24,,,
M. Brogdon - A. Holiday,42,,,
N. Vucevic - D. Theis,20,,,
B. Griffin - J. Harris,23,,,
D. Dotson - D. Wade,34,,,
K. Durant - L. Shamet,29,,,
W. Matthews - K. Caldwell-Pope,38,,,
G. Harris - D. Bacon,19,,,
L. Shamet - N. Claxton,25,,,
D. Saric - M. Bridges,45,,,
E. Kanter - N. Powell,27,,,
P. Patterson - T. Mann,33,,,
D. Rose - O. Toppin,34,,,
E. Fournier - J. Tatum,15,,,
J. Nowell - A. Edwards,39,,,
J. Teague - J. Brown,30,,,
N. Alexander-Walker - K. Lewis Jr.,32,,,
D. Howard - D. Green,51,,,
H. Diallo - D. Bazley,32,,,
D. Augustin - B. Lopez,37,,,
D. Nwaba - J. Tate,28,,,
M. Turner - C. LeVert,13,,,
S. Mykhailiuk - T. Jerome,23,,,
K. Porter Jr. - K. Martin Jr.,26,,,
S. Mykhailiuk - M. Brown,26,,,
A. Wiggins - M. Mulder,46,,,
D. Gallinari - O. Okongwu,36,,,
A. Holiday - G. Bitadze,38,,,
A. Iguodala - G. Vincent,32,,,
C. Joseph - R. Holmes,39,,,
A. Drummond - K. Kuzma,18,,,
C. Anthony - N. Powell,25,,,
C. Randle - M. Bamba,30,,,
E. Kanter - N. Little,38,,,
K. Towns - J. Hernangomez,39,,,
M. Bamba - R. Hampton,21,,,
R. Gobert - M. Oni,42,,,
S. Curry - M. Thybulle,50,,,
F. Korkmaz - T. Maxey,40,,,
G. Harris - W. Carter Jr.,15,,,
J. Hernangomez - J. McLaughlin,32,,,
W. Barton - A. Gordon,14,,,
A. Iguodala - P. Achiuwa,46,,,
C. Martin - L. Ball,32,,,
J. Clarkson - M. Oni,41,,,
W. Carter Jr. - C. Anthony,17,,,
D. Bertans - A. Len,37,,,
K. Nunn - P. Achiuwa,41,,,
T. Thompson - P. Pritchard,45,,,
C. Reddish - D. Hunter,15,,,
D. Lee - J. Poole,33,,,
W. Hernangomez - K. Lewis Jr.,37,,,
D. Green - M. Thybulle,50,,,
R. Westbrook - D. Gafford,23,,,
S. Ojeleye - D. Theis,33,,,
A. Len - G. Mathews,30,,,
J. Wall - V. Oladipo,12,,,
K. Anderson - D. Melton,44,,,
M. Scott - T. Maxey,33,,,
